degree distribution (probability density function of the degree in logarithmic bins) 
10.4805	0.127516
12.5012	0.0703685
14.9686	0.0661335
17.8896	0.0373384
20.9167	0.0252697
24.4064	0.0214277
28.4012	0.0117739
33.442	0.0111992
39.824	0.00658448
45.5785	0.00542625
50	0.00045814

degree distribution (degree-occurrences) 
10	0.115667
11	0.107
12	0.072
13	0.0723333
14	0.056
15	0.0523333
16	0.051
17	0.04
18	0.0373333
19	0.0283333
20	0.0303333
21	0.0303333
22	0.0233333
23	0.024
24	0.0216667
25	0.018
26	0.02
27	0.014
28	0.0153333
29	0.0136667
30	0.011
31	0.00933333
32	0.00933333
33	0.0123333
34	0.0116667
35	0.01
36	0.00766667
37	0.00666667
38	0.00433333
39	0.00566667
40	0.008
41	0.007
42	0.01
43	0.008
44	0.00633333
45	0.007
46	0.00566667
47	0.00433333
48	0.00466667
49	0.00433333
50	0.004


--------------------------------------
community distribution (size-occurrences)
61	0.04
62	0.04
63	0.04
66	0.04
74	0.04
83	0.04
86	0.04
97	0.04
125	0.04
127	0.04
128	0.04
129	0.04
131	0.04
154	0.04
159	0.04
161	0.04
162	0.04
163	0.04
164	0.04
169	0.04
217	0.04
219	0.04
236	0.04
277	0.04
287	0.04


--------------------------------------
mixing parameter
0.214286	0.000333333
0.230769	0.00666667
0.25	0.0413333
0.2661	0.0426667
0.273866	0.118
0.285036	0.101
0.293565	0.107
0.300947	0.226667
0.310419	0.174333
0.319534	0.034
0.333333	0.101667
0.352941	0.00566667
0.357143	0.00966667
0.363636	0.0306667
0.4	0.000333333

--------------------------------------
