1	793
1	926
1	1278
1	1708
1	2034
1	2045
1	2089
1	2491
1	2576
1	2584
2	42
2	658
2	1740
2	1895
2	2077
2	2106
2	2301
2	2538
2	2679
2	2741
3	442
3	864
3	1415
3	1649
3	1690
3	2525
3	2542
3	2592
3	2614
3	2687
4	142
4	324
4	951
4	1001
4	1011
4	1307
4	1411
4	2144
4	2294
4	2685
5	12
5	203
5	513
5	688
5	806
5	1759
5	2255
5	2260
5	2319
5	2677
6	1444
6	1560
6	1901
6	2276
6	2333
6	2337
6	2539
6	2820
6	2849
6	2904
7	375
7	813
7	880
7	2511
7	2603
7	2605
7	2622
7	2818
7	2871
7	2987
8	637
8	1467
8	1533
8	1709
8	1807
8	1861
8	2332
8	2555
8	2641
8	2729
9	194
9	1454
9	2010
9	2073
9	2076
9	2136
9	2143
9	2490
9	2809
9	2919
10	828
10	1055
10	1172
10	1207
10	1228
10	1965
10	1990
10	2248
10	2287
10	2976
11	768
11	1148
11	1214
11	1475
11	1601
11	1713
11	1776
11	1998
11	2084
11	2759
12	5
12	1930
12	2254
12	2292
12	2395
12	2578
12	2655
12	2724
12	2861
12	2929
13	1312
13	1430
13	1629
13	1803
13	1934
13	2530
13	2725
13	2783
13	2903
13	2926
14	936
14	1131
14	1856
14	1905
14	2083
14	2230
14	2311
14	2352
14	2594
14	2720
15	941
15	942
15	1083
15	1372
15	1420
15	1906
15	2137
15	2255
15	2761
15	2825
16	163
16	1410
16	1549
16	1852
16	1860
16	1883
16	1993
16	2120
16	2164
16	2824
17	23
17	127
17	995
17	1368
17	1698
17	1717
17	1857
17	2796
17	2831
17	2953
18	213
18	286
18	533
18	878
18	1031
18	1042
18	1388
18	2425
18	2487
18	2977
19	366
19	410
19	1992
19	2131
19	2280
19	2347
19	2357
19	2639
19	2697
19	2816
20	436
20	974
20	1829
20	2081
20	2175
20	2486
20	2621
20	2629
20	2710
20	2883
21	77
21	140
21	402
21	794
21	1048
21	1650
21	1721
21	1950
21	2457
21	2965
22	237
22	314
22	363
22	450
22	1133
22	1282
22	1807
22	2320
22	2700
22	2861
23	17
23	594
23	1372
23	1531
23	1653
23	1815
23	1873
23	2781
23	2868
23	2981
24	613
24	668
24	2075
24	2330
24	2653
24	2734
24	2758
24	2848
24	2856
24	2941
25	164
25	772
25	1146
25	1426
25	1528
25	2149
25	2360
25	2519
25	2586
25	2668
26	218
26	1079
26	1708
26	2066
26	2314
26	2358
26	2623
26	2740
26	2802
26	2811
27	1555
27	1607
27	2421
27	2474
27	2689
27	2721
27	2809
27	2824
27	2847
27	2890
28	1231
28	1515
28	1938
28	2235
28	2275
28	2360
28	2389
28	2486
28	2552
28	2823
29	1063
29	1744
29	1831
29	2028
29	2199
29	2252
29	2419
29	2612
29	2867
29	2955
30	1180
